Customer ID,Top_Feature,SHAP_Value,Influence
2272-QAGFO,Contract,0.65794665,Positive (促使流失)
3768-NLUBH,Contract,0.48436424,Positive (促使流失)
7359-SSBJK,Contract,-0.7151391,Negative (抑制流失)
0685-MLYYM,Contract,0.6357505,Positive (促使流失)
7957-RYHQD,Contract,-0.6521649,Negative (抑制流失)
6230-BSUXY,Contract,0.6013324,Positive (促使流失)
3990-QYKBE,Contract,0.71448374,Positive (促使流失)
9274-CNFMO,Number of Referrals,0.95986384,Positive (促使流失)
3005-NFMTA,Contract,0.65541244,Positive (促使流失)
5389-FFVKB,Contract,0.48610157,Positive (促使流失)
8444-WRIDW,Contract,-0.771654,Negative (抑制流失)
5868-YWPDW,Contract,-1.2026118,Negative (抑制流失)
1273-MTETI,Contract,-0.86539155,Negative (抑制流失)
5480-HPRRX,Contract,-1.4067032,Negative (抑制流失)
7234-FECYN,Contract,0.5423611,Positive (促使流失)
1400-MMYXY,Contract,-0.80721277,Negative (抑制流失)
7142-HVGBG,Contract,-0.58581847,Negative (抑制流失)
1564-NTYXF,Contract,-0.60525304,Negative (抑制流失)
0886-QGENL,charge_per_tenure,-0.62830466,Negative (抑制流失)
8739-WWKDU,Contract,-1.3238643,Negative (抑制流失)
8685-WHQPW,Contract,-1.855456,Negative (抑制流失)
7240-FQLHE,Contract,-0.7723755,Negative (抑制流失)
6664-FPDAC,Number of Referrals,-1.8651758,Negative (抑制流失)
0786-VSSUD,Number of Referrals,0.6407601,Positive (促使流失)
6583-QGCSI,Monthly Charge,0.39209768,Positive (促使流失)
1980-KXVPM,Age,0.6793791,Positive (促使流失)
0723-DRCLG,Contract,-1.2591949,Negative (抑制流失)
6894-LFHLY,Contract,0.7100979,Positive (促使流失)
8361-LTMKD,Number of Referrals,-2.4242249,Negative (抑制流失)
3841-NFECX,Number of Referrals,-0.8278312,Negative (抑制流失)
4929-XIHVW,Contract,0.5453943,Positive (促使流失)
3413-BMNZE,Contract,0.7627271,Positive (促使流失)
8012-SOUDQ,Contract,0.6802464,Positive (促使流失)
6575-SUVOI,Contract,0.6877252,Positive (促使流失)
4667-QONEA,Contract,0.61191744,Positive (促使流失)
5067-XJQFU,Number of Referrals,-0.8123222,Negative (抑制流失)
1891-QRQSA,Number of Referrals,0.7376184,Positive (促使流失)
2673-CXQEU,Contract,0.6512118,Positive (促使流失)
0191-ZHSKZ,Contract,-1.3598586,Negative (抑制流失)
2424-WVHPL,Contract,-1.3551041,Negative (抑制流失)
5386-THSLQ,Contract,0.80189145,Positive (促使流失)
2639-UGMAZ,Contract,0.91776466,Positive (促使流失)
3146-MSEGF,Contract,-1.5676785,Negative (抑制流失)
1131-QQZEB,Contract,-1.0748123,Negative (抑制流失)
2504-DSHIH,Number of Referrals,-1.9515822,Negative (抑制流失)
9058-HRZSV,Number of Referrals,-1.595014,Negative (抑制流失)
4522-AKYLR,Contract,-1.3949064,Negative (抑制流失)
0221-WMXNQ,Number of Referrals,-0.91602886,Negative (抑制流失)
5046-NUHWD,Contract,-1.2368219,Negative (抑制流失)
7529-ZDFXI,Number of Referrals,0.8049493,Positive (促使流失)
3197-ARFOY,Contract,0.75580657,Positive (促使流失)
4716-HHKQH,Contract,-0.88474226,Negative (抑制流失)
3179-GBRWV,Number of Referrals,-2.2740216,Negative (抑制流失)
4847-TAJYI,Contract,-1.2877946,Negative (抑制流失)
6851-WEFYX,Number of Referrals,-2.5518923,Negative (抑制流失)
3167-SNQPL,Contract,-1.419688,Negative (抑制流失)
2799-ARNLO,Contract,0.6581129,Positive (促使流失)
5701-YVSVF,Number of Referrals,-2.8074443,Negative (抑制流失)
5697-GOMBF,Contract,-1.730363,Negative (抑制流失)
2739-CACDQ,Number of Referrals,-1.3005414,Negative (抑制流失)
6035-BXTTY,charge_per_tenure,-0.5748208,Negative (抑制流失)
0021-IKXGC,Contract,0.67092276,Positive (促使流失)
4654-DLAMQ,Contract,-0.6104508,Negative (抑制流失)
4115-NZRKS,Contract,0.7611594,Positive (促使流失)
3351-NGXYI,Contract,0.5785756,Positive (促使流失)
8204-YJCLA,Age,0.8154631,Positive (促使流失)
9774-NRNAU,Contract,-1.6696064,Negative (抑制流失)
0224-RLWWD,Contract,0.72272515,Positive (促使流失)
3951-NJCVI,Contract,0.6273156,Positive (促使流失)
0177-PXBAT,Contract,0.7754171,Positive (促使流失)
2519-ERQOJ,Contract,0.6154968,Positive (促使流失)
0111-KLBQG,Contract,0.5286155,Positive (促使流失)
1996-DBMUS,Contract,-0.65053684,Negative (抑制流失)
2055-SIFSS,Number of Referrals,-0.91377157,Negative (抑制流失)
2806-MLNTI,Contract,0.5768979,Positive (促使流失)
5628-RKIFK,Contract,-1.4747523,Negative (抑制流失)
5760-WRAHC,Contract,0.6984411,Positive (促使流失)
1480-BKXGA,Contract,0.8130499,Positive (促使流失)
9076-AXYIK,Contract,0.94425696,Positive (促使流失)
4933-IKULF,Number of Referrals,-1.6992431,Negative (抑制流失)
3780-DDGSE,Number of Referrals,-1.6208181,Negative (抑制流失)
4612-SSVHJ,Contract,0.72686714,Positive (促使流失)
5756-OZRIO,Contract,0.6455832,Positive (促使流失)
4513-CXYIX,Contract,-1.3133862,Negative (抑制流失)
4332-MUOEZ,Contract,0.6604563,Positive (促使流失)
6705-LXORM,Contract,-1.3646348,Negative (抑制流失)
4109-CYRBD,Number of Referrals,0.7351965,Positive (促使流失)
8606-CIQUL,Contract,0.7097006,Positive (促使流失)
0356-OBMAC,Contract,0.65453655,Positive (促使流失)
1297-VQDRP,Contract,-1.349827,Negative (抑制流失)
4676-MQUEA,Contract,-1.3328995,Negative (抑制流失)
7025-WCBNE,Contract,0.68081325,Positive (促使流失)
6030-REHUX,Number of Referrals,0.8148375,Positive (促使流失)
6522-YRBXD,Contract,0.54420716,Positive (促使流失)
6689-VRRTK,Number of Referrals,-1.2196205,Negative (抑制流失)
7134-MJPDY,Contract,0.83935076,Positive (促使流失)
4881-JVQOD,Monthly Charge,0.38007277,Positive (促使流失)
6797-UCJHZ,Number of Referrals,-2.146574,Negative (抑制流失)
2469-DTSGX,Contract,-0.46512476,Negative (抑制流失)
4908-XAXAY,Contract,-1.1621096,Negative (抑制流失)
3509-GWQGF,Number of Referrals,-1.6450752,Negative (抑制流失)
3729-OWRVL,charge_per_tenure,-0.6012133,Negative (抑制流失)
7251-LJBQN,Contract,-1.4281036,Negative (抑制流失)
2682-KEVRP,Contract,0.6985314,Positive (促使流失)
9978-HYCIN,Contract,0.5882074,Positive (促使流失)
8329-UTMVM,Contract,-0.794594,Negative (抑制流失)
6952-OMNWB,Contract,0.53384715,Positive (促使流失)
6549-YMFAW,Contract,-1.9303638,Negative (抑制流失)
1307-TVUFB,Contract,-1.5323076,Negative (抑制流失)
7503-MIOGA,Contract,0.70306945,Positive (促使流失)
2499-AJYUA,Contract,0.7693953,Positive (促使流失)
6919-ELBGL,Number of Referrals,-0.71451724,Negative (抑制流失)
3966-HRMZA,Contract,-1.2346976,Negative (抑制流失)
5671-RQRLP,Contract,-2.0715115,Negative (抑制流失)
4785-NKHCX,Contract,0.7688156,Positive (促使流失)
4250-WAROZ,Contract,0.8599372,Positive (促使流失)
3523-BRGUW,Contract,0.5552355,Positive (促使流失)
2123-AGEEN,Contract,0.7400955,Positive (促使流失)
1258-YMZNM,Contract,-1.6303896,Negative (抑制流失)
6259-WJQLC,Contract,0.8496129,Positive (促使流失)
7508-SMHXL,Contract,0.8120182,Positive (促使流失)
3956-CJUST,Contract,0.6477474,Positive (促使流失)
4824-GUCBY,Number of Referrals,0.78828466,Positive (促使流失)
6630-UJZMY,Contract,-1.6921307,Negative (抑制流失)
9904-EHEVJ,Contract,0.74281067,Positive (促使流失)
2826-DXLQO,Contract,0.8506645,Positive (促使流失)
9489-UTFKA,charge_per_tenure,0.91293126,Positive (促使流失)
4849-PYRLQ,Contract,0.7061137,Positive (促使流失)
2858-EIMXH,Contract,0.5593928,Positive (促使流失)
6419-ZTTLE,Contract,0.6752652,Positive (促使流失)
8242-SOQUO,Number of Referrals,-2.1141782,Negative (抑制流失)
7460-ITWWP,charge_per_tenure,-0.7179388,Negative (抑制流失)
7868-TMWMZ,Contract,-1.3123652,Negative (抑制流失)
4829-ZLJTK,Number of Referrals,-1.4249665,Negative (抑制流失)
8883-GRDWQ,Contract,0.70975083,Positive (促使流失)
9845-PEEKO,Contract,0.65529674,Positive (促使流失)
1751-NCDLI,Contract,0.6952793,Positive (促使流失)
2176-LVPNX,Contract,0.57585293,Positive (促使流失)
3452-ABWRL,Contract,0.5065653,Positive (促使流失)
1779-PWPMG,Contract,0.7209828,Positive (促使流失)
3082-WQRVY,Contract,-1.6137372,Negative (抑制流失)
2460-NGXBJ,Contract,-1.4873618,Negative (抑制流失)
5268-DSMNQ,Contract,0.6430137,Positive (促使流失)
6242-MBHPK,Contract,0.70833975,Positive (促使流失)
4782-OSFXZ,Contract,-0.71866465,Negative (抑制流失)
1282-IHQAC,Contract,0.68350756,Positive (促使流失)
1641-RQDAY,Contract,0.5139461,Positive (促使流失)
5461-QKNTN,Contract,0.8824255,Positive (促使流失)
8089-UZWLX,Contract,-0.6992097,Negative (抑制流失)
4468-KAZHE,Contract,0.613588,Positive (促使流失)
1543-LLLFT,Contract,0.5644282,Positive (促使流失)
6507-ZJSUR,Contract,0.8047165,Positive (促使流失)
9220-ZNKJI,Contract,-1.7206208,Negative (抑制流失)
0723-VSOBE,Contract,0.5969964,Positive (促使流失)
1004-NOZNR,Contract,0.59978884,Positive (促使流失)
1251-STYSZ,Contract,-1.6220657,Negative (抑制流失)
9681-KYGYB,Contract,0.84967554,Positive (促使流失)
7005-CYUIL,Contract,-1.0751488,Negative (抑制流失)
2388-LAESQ,Contract,0.5704172,Positive (促使流失)
3108-PCCGG,Contract,0.7100099,Positive (促使流失)
6729-GDNGC,Contract,0.72682136,Positive (促使流失)
4238-HFHSN,Number of Referrals,-1.66998,Negative (抑制流失)
2692-BUCFV,Contract,-0.77538854,Negative (抑制流失)
5651-WYIPH,Number of Referrals,-1.6830075,Negative (抑制流失)
8752-GHJFU,Number of Referrals,-0.9217349,Negative (抑制流失)
6896-SRVYQ,Contract,-0.77806824,Negative (抑制流失)
9052-VKDUW,Number of Referrals,0.6080297,Positive (促使流失)
2480-EJWYP,Number of Referrals,-1.7960436,Negative (抑制流失)
6806-YDEUL,Contract,-0.84093535,Negative (抑制流失)
0222-CNVPT,Number of Referrals,-1.5918238,Negative (抑制流失)
6048-UWKAL,Number of Referrals,-2.2562835,Negative (抑制流失)
9290-SHCMB,Contract,0.7774118,Positive (促使流失)
2277-BKJKN,Contract,0.5790347,Positive (促使流失)
8016-ZMGMO,Number of Referrals,-0.76652944,Negative (抑制流失)
1728-CXQBE,Number of Referrals,0.6772392,Positive (促使流失)
0481-SUMCB,Contract,0.63843954,Positive (促使流失)
2811-POVEX,Contract,0.51688683,Positive (促使流失)
7905-NJMXS,Contract,-0.92310864,Negative (抑制流失)
9957-YODKZ,Contract,0.7149076,Positive (促使流失)
3223-DWFIO,Contract,-0.7768577,Negative (抑制流失)
3292-PBZEJ,Contract,0.5833703,Positive (促使流失)
0993-OSGPT,Age,0.8698244,Positive (促使流失)
7108-DGVUU,Number of Referrals,-1.857354,Negative (抑制流失)
9906-NHHVC,Contract,0.67870116,Positive (促使流失)
8152-UOBNY,Contract,-0.9698816,Negative (抑制流失)
7351-KYHQH,Contract,0.77616125,Positive (促使流失)
6374-NTQLP,Contract,-0.70949084,Negative (抑制流失)
6267-DCFFZ,Contract,0.549643,Positive (促使流失)
2439-LYPMQ,Number of Referrals,-0.79303384,Negative (抑制流失)
7426-WEIJX,Contract,0.7313538,Positive (促使流失)
3761-FLYZI,Contract,-1.1264187,Negative (抑制流失)
1060-ENTOF,Contract,0.5864615,Positive (促使流失)
0999-QXNSA,Contract,-0.66947776,Negative (抑制流失)
9365-SRSZE,Number of Referrals,0.9603802,Positive (促使流失)
4918-FYJNT,Contract,0.6392352,Positive (促使流失)
4854-CIDCF,Number of Referrals,-1.7594516,Negative (抑制流失)
3280-MRDOF,Contract,0.56591487,Positive (促使流失)
6407-UTSLV,Contract,-1.0943319,Negative (抑制流失)
5935-FCCNB,Number of Referrals,-1.5766263,Negative (抑制流失)
9705-IOVQQ,Contract,-1.6543733,Negative (抑制流失)
1320-REHCS,Contract,0.6024386,Positive (促使流失)
2057-BOYKM,Contract,0.6877165,Positive (促使流失)
0134-XWXCE,Contract,0.7804252,Positive (促使流失)
2307-FYNNL,Number of Referrals,-0.7228981,Negative (抑制流失)
5605-XNWEN,Contract,-1.7706238,Negative (抑制流失)
2519-LBNQL,Contract,0.51453525,Positive (促使流失)
8623-ULFNQ,Contract,0.6574636,Positive (促使流失)
7789-HKSBS,Contract,0.8586056,Positive (促使流失)
2070-XYMFH,Contract,-1.7885303,Negative (抑制流失)
5663-QBGIS,Number of Referrals,-1.933467,Negative (抑制流失)
3402-XRIUO,Contract,-1.8207271,Negative (抑制流失)
8058-DMYRU,Contract,-2.2057865,Negative (抑制流失)
3537-RYBHH,Number of Referrals,0.87680084,Positive (促使流失)
0523-VNGTF,Contract,0.72409374,Positive (促使流失)
7105-MXJLL,Number of Referrals,-0.92510843,Negative (抑制流失)
7064-FRRSW,Number of Referrals,-1.5518832,Negative (抑制流失)
1636-NTNCO,Number of Referrals,-1.6735588,Negative (抑制流失)
3219-JQRSL,Number of Referrals,-0.7467471,Negative (抑制流失)
1845-CSBRZ,Contract,-0.7753418,Negative (抑制流失)
3723-BFBGR,Number of Referrals,-1.4611121,Negative (抑制流失)
5692-ICXLW,Contract,-1.4074994,Negative (抑制流失)
7020-OZKXZ,Contract,0.54713464,Positive (促使流失)
0308-GIQJT,Contract,-0.7757117,Negative (抑制流失)
8775-ERLNB,Number of Referrals,-1.8749038,Negative (抑制流失)
8309-IEYJD,Number of Referrals,-1.548579,Negative (抑制流失)
7361-YPXFS,Number of Referrals,0.8416029,Positive (促使流失)
6557-BZXLQ,Contract,0.69530046,Positive (促使流失)
4832-VRBMR,Contract,0.6999823,Positive (促使流失)
7901-TBKJX,Contract,0.712109,Positive (促使流失)
9919-FZDED,Number of Referrals,-1.9729705,Negative (抑制流失)
7206-PQBBZ,Contract,0.8708337,Positive (促使流失)
4079-VTGLK,Contract,0.803352,Positive (促使流失)
2931-VUVJN,Contract,-0.6456429,Negative (抑制流失)
2878-RMWXY,Contract,-1.4492111,Negative (抑制流失)
7375-WMVMT,Number of Referrals,-0.949322,Negative (抑制流失)
7622-FWGEW,charge_per_tenure,-0.611089,Negative (抑制流失)
0380-NEAVX,Contract,-1.4623884,Negative (抑制流失)
8495-LJDFO,Number of Referrals,-1.8867736,Negative (抑制流失)
1302-UHBDD,Number of Referrals,0.69200313,Positive (促使流失)
3597-YASZG,Number of Referrals,0.843161,Positive (促使流失)
3420-ZDBMA,Contract,0.74023235,Positive (促使流失)
3398-GCPMU,Contract,-1.4375465,Negative (抑制流失)
1013-QCWAM,Contract,-1.4943141,Negative (抑制流失)
0336-PIKEI,Contract,-1.4777156,Negative (抑制流失)
7322-OCWHC,Contract,-0.64445627,Negative (抑制流失)
5732-IKGQH,Number of Referrals,0.6404555,Positive (促使流失)
0093-EXYQL,Number of Referrals,0.6425064,Positive (促使流失)
9168-INPSZ,Contract,-1.5149928,Negative (抑制流失)
0015-UOCOJ,Contract,0.80313015,Positive (促使流失)
5334-AFQJB,Contract,-0.52644163,Negative (抑制流失)
2754-SDJRD,Contract,-1.5636625,Negative (抑制流失)
1465-LNTLJ,Contract,0.57271504,Positive (促使流失)
4706-DGAHW,Number of Referrals,0.8365015,Positive (促使流失)
8552-OBVRU,Contract,-1.2074816,Negative (抑制流失)
9776-OJUZI,Contract,-0.6900064,Negative (抑制流失)
0869-PAPRP,Contract,0.7464387,Positive (促使流失)
4238-JSSWH,charge_per_tenure,-0.7459845,Negative (抑制流失)
9121-PHQSR,Number of Referrals,-1.8468077,Negative (抑制流失)
9796-MVYXX,Contract,-1.5665287,Negative (抑制流失)
7268-IGMFD,Contract,0.6628457,Positive (促使流失)
0013-SMEOE,Contract,0.7909836,Positive (促使流失)
2573-GYRUU,Contract,-0.5550047,Negative (抑制流失)
6486-LHTMA,Contract,-1.3293916,Negative (抑制流失)
4083-BFNYK,Number of Referrals,0.7760761,Positive (促使流失)
1089-HDMKP,Contract,-1.5015819,Negative (抑制流失)
0141-YEAYS,Contract,-2.0661473,Negative (抑制流失)
9603-OAIHC,Contract,0.69038105,Positive (促使流失)
8406-LNMHF,charge_per_tenure,0.69487256,Positive (促使流失)
0023-UYUPN,Contract,-1.4563701,Negative (抑制流失)
6360-SVNWV,Contract,-1.3609107,Negative (抑制流失)
9050-IKDZA,Number of Referrals,-0.9331324,Negative (抑制流失)
1197-BVMVG,charge_per_tenure,-0.5890944,Negative (抑制流失)
5198-EFNBM,Number of Referrals,-1.5521876,Negative (抑制流失)
7516-GMHUV,Contract,0.6002191,Positive (促使流失)
6614-YWYSC,Number of Referrals,1.0329888,Positive (促使流失)
8735-SDUFN,Contract,0.54827946,Positive (促使流失)
7016-NVRIC,Contract,0.7248588,Positive (促使流失)
9825-YCXWZ,Contract,-0.7367887,Negative (抑制流失)
2000-DHJUY,Contract,0.60044163,Positive (促使流失)
9796-BPKIW,Contract,0.58077055,Positive (促使流失)
9137-NOQKA,Contract,0.79738444,Positive (促使流失)
7748-UMTRK,Contract,0.791434,Positive (促使流失)
6463-MVYRY,Number of Referrals,0.89163285,Positive (促使流失)
4526-ZJJTM,Contract,-1.4310321,Negative (抑制流失)
5315-CKEQK,Contract,0.82514083,Positive (促使流失)
0907-HQNTS,Contract,-1.4661275,Negative (抑制流失)
8250-ZNGGW,Contract,-0.7000804,Negative (抑制流失)
8166-ORCHU,Contract,-1.4085045,Negative (抑制流失)
1855-CFULU,Contract,0.68557364,Positive (促使流失)
8628-MFKAX,Contract,0.5282237,Positive (促使流失)
9508-ILZDG,Contract,0.5982146,Positive (促使流失)
6128-AQBMT,Number of Referrals,-0.74711597,Negative (抑制流失)
4295-YURET,Contract,0.6965207,Positive (促使流失)
7693-QPEFS,Contract,0.7028919,Positive (促使流失)
0924-BJCRC,Number of Referrals,-2.093268,Negative (抑制流失)
5533-NHFRF,Number of Referrals,-0.77936614,Negative (抑制流失)
4360-QRAVE,Number of Referrals,0.7120324,Positive (促使流失)
8433-WPJTV,Contract,0.62761426,Positive (促使流失)
5387-ASZNZ,Contract,0.8996811,Positive (促使流失)
2277-DJJDL,Number of Referrals,-1.4069244,Negative (抑制流失)
6963-EZQEE,Contract,0.5246128,Positive (促使流失)
2452-KDRRH,Number of Referrals,-0.69554144,Negative (抑制流失)
5248-RPYWW,Contract,-0.7935125,Negative (抑制流失)
7923-IYJWY,Contract,-1.6330136,Negative (抑制流失)
1658-TJVOA,Contract,0.69962066,Positive (促使流失)
0674-DGMAQ,Contract,0.57029563,Positive (促使流失)
2761-XECQW,Contract,0.61427397,Positive (促使流失)
8059-UDZFY,Contract,-0.8025635,Negative (抑制流失)
7740-BTPUX,Contract,-0.60278606,Negative (抑制流失)
8648-PFRMP,Contract,-1.8419006,Negative (抑制流失)
8996-ZROXE,Contract,0.6424267,Positive (促使流失)
2207-QPJED,Number of Referrals,0.6940961,Positive (促使流失)
0516-QREYC,Contract,-1.1203941,Negative (抑制流失)
3865-QBWSJ,Contract,-1.530968,Negative (抑制流失)
5857-TYBCJ,Number of Referrals,-1.7960885,Negative (抑制流失)
4176-RELJR,Contract,0.7314747,Positive (促使流失)
7924-GJZFI,Contract,-1.3666006,Negative (抑制流失)
5897-ZYEKH,Number of Referrals,-1.508286,Negative (抑制流失)
5456-ITGIC,Number of Referrals,-1.487656,Negative (抑制流失)
8070-AAWZP,Contract,0.7090756,Positive (促使流失)
6860-YRJZP,Monthly Charge,0.5043705,Positive (促使流失)
9391-DXGGG,Contract,-0.613761,Negative (抑制流失)
9844-FELAJ,Number of Referrals,-1.5482296,Negative (抑制流失)
8395-ETZKQ,Number of Referrals,-1.9504843,Negative (抑制流失)
8336-TAVKX,Contract,-1.4594058,Negative (抑制流失)
0581-BXBUB,Contract,-0.8634723,Negative (抑制流失)
5150-ITWWB,Contract,-0.6767387,Negative (抑制流失)
9281-OFDMF,charge_per_tenure,0.8382633,Positive (促使流失)
7636-OWBPG,Contract,0.5414435,Positive (促使流失)
0549-CYCQN,Number of Referrals,-0.68573666,Negative (抑制流失)
0928-JMXNP,Contract,-1.7625431,Negative (抑制流失)
3629-ZNKXA,Number of Referrals,0.96361166,Positive (促使流失)
4827-LTQRJ,Contract,-1.4452142,Negative (抑制流失)
0136-IFMYD,Contract,0.57131636,Positive (促使流失)
5144-TVGLP,Age,0.8319576,Positive (促使流失)
9659-ZTWSM,Contract,-0.6694959,Negative (抑制流失)
2195-VVRJF,Contract,0.6303112,Positive (促使流失)
1125-SNVCK,Number of Referrals,-1.6818789,Negative (抑制流失)
2545-EBUPK,Contract,0.6015766,Positive (促使流失)
2172-EJXVF,Contract,-0.7466509,Negative (抑制流失)
8659-HDIYE,Contract,-1.3127067,Negative (抑制流失)
4680-KUTAJ,Number of Referrals,0.6866503,Positive (促使流失)
2883-ILGWO,Contract,-0.52047235,Negative (抑制流失)
1167-OYZJF,Number of Referrals,-2.3084025,Negative (抑制流失)
4806-DXQCE,Contract,-1.3677558,Negative (抑制流失)
5996-NRVXR,Number of Referrals,-1.2270522,Negative (抑制流失)
0100-DUVFC,Contract,-2.1282887,Negative (抑制流失)
5397-TUPSH,charge_per_tenure,0.8615739,Positive (促使流失)
6773-LQTVT,Contract,-0.82192415,Negative (抑制流失)
9402-ORRAH,Contract,0.7020297,Positive (促使流失)
4840-ORQXB,Number of Referrals,0.944348,Positive (促使流失)
3982-DQLUS,Contract,0.65635717,Positive (促使流失)
3756-VNWDH,Contract,0.77677965,Positive (促使流失)
2921-XWDJH,Contract,-0.71725714,Negative (抑制流失)
9799-CAYJJ,Number of Referrals,-1.859949,Negative (抑制流失)
6814-ZPWFQ,Number of Referrals,-2.2015793,Negative (抑制流失)
5019-GQVCR,Contract,0.6285746,Positive (促使流失)
2880-FPNAE,Number of Referrals,0.6505887,Positive (促使流失)
1568-BEKZM,Number of Referrals,-1.7137096,Negative (抑制流失)
2045-BMBTJ,Contract,-1.5903933,Negative (抑制流失)
6741-EGCBI,Number of Referrals,-0.77606905,Negative (抑制流失)
1730-ZMAME,Contract,-0.6322589,Negative (抑制流失)
5913-INRQV,Contract,0.58640075,Positive (促使流失)
6185-TASNN,Number of Referrals,-0.95208925,Negative (抑制流失)
1925-LFCZZ,Number of Referrals,-1.5330695,Negative (抑制流失)
8707-RMEZH,Number of Referrals,-1.6458097,Negative (抑制流失)
9373-WSLOY,Contract,0.7234174,Positive (促使流失)
9819-FBNSV,Number of Referrals,-1.8293608,Negative (抑制流失)
9544-PYPSJ,Number of Referrals,-0.737947,Negative (抑制流失)
3878-AVSOQ,Contract,0.7204079,Positive (促使流失)
3258-SYSWS,Number of Referrals,-0.62079823,Negative (抑制流失)
0512-FLFDW,Contract,0.77132833,Positive (促使流失)
2107-FBPTK,charge_per_tenure,-0.8329715,Negative (抑制流失)
1016-DJTSV,Contract,-0.8714885,Negative (抑制流失)
5699-BNCAS,Contract,-0.7212109,Negative (抑制流失)
2900-PHPLN,Contract,-0.5673099,Negative (抑制流失)
4039-PIMHX,Contract,-1.4029226,Negative (抑制流失)
7826-VVKWT,Contract,0.8333199,Positive (促使流失)
5288-AHOUP,Contract,0.6595577,Positive (促使流失)
7134-HBPBS,Age,0.90866816,Positive (促使流失)
4415-WNGVR,Contract,-1.3226883,Negative (抑制流失)
1309-XGFSN,Number of Referrals,0.6111221,Positive (促使流失)
0650-BWOZN,Contract,0.640856,Positive (促使流失)
4304-XUMGI,Contract,0.7454194,Positive (促使流失)
9481-IEBZY,Number of Referrals,-1.3619562,Negative (抑制流失)
1080-BWSYE,Number of Referrals,-0.75760514,Negative (抑制流失)
3786-WOVKF,Contract,0.72440207,Positive (促使流失)
5816-SCGFC,Contract,-2.0691118,Negative (抑制流失)
9278-VZKCD,Contract,0.52522707,Positive (促使流失)
8261-GWDBQ,Contract,-1.5528973,Negative (抑制流失)
6173-GOLSU,Contract,-1.6172198,Negative (抑制流失)
8720-RQSBJ,Contract,-0.6421684,Negative (抑制流失)
7225-CBZPL,Number of Referrals,0.838446,Positive (促使流失)
3692-JHONH,Contract,-1.4379776,Negative (抑制流失)
1200-TUZHR,Number of Referrals,0.6432544,Positive (促使流失)
7130-CTCUS,Contract,0.7105999,Positive (促使流失)
0420-HLGXF,Contract,-1.5041159,Negative (抑制流失)
3657-COGMW,Contract,0.7459776,Positive (促使流失)
4334-HOWRP,Number of Referrals,-1.5122346,Negative (抑制流失)
4098-NAUKP,Contract,-1.3989682,Negative (抑制流失)
3308-JSGML,charge_per_tenure,0.922682,Positive (促使流失)
6199-IWKGC,Contract,-1.0953159,Negative (抑制流失)
2675-DHUTR,charge_per_tenure,0.83906174,Positive (促使流失)
7446-YPODE,Number of Referrals,-0.97019035,Negative (抑制流失)
9522-BNTHX,Number of Referrals,-2.3853118,Negative (抑制流失)
0531-ZZJWQ,Contract,0.67526186,Positive (促使流失)
2688-BHGOG,Contract,-1.3761133,Negative (抑制流失)
0916-QOFDP,Contract,0.6448049,Positive (促使流失)
8910-LEDAG,Contract,-1.9042478,Negative (抑制流失)
3452-GWUIN,Contract,0.6257103,Positive (促使流失)
7278-CKDNC,Number of Referrals,-1.473611,Negative (抑制流失)
8450-UYIBU,Contract,-1.462167,Negative (抑制流失)
3836-FZSDJ,Contract,-1.6268746,Negative (抑制流失)
0187-QSXOE,Number of Referrals,0.7117294,Positive (促使流失)
7733-UDMTP,Monthly Charge,0.38905066,Positive (促使流失)
6904-JLBGY,Contract,-0.73996145,Negative (抑制流失)
6917-YACBP,Number of Referrals,-1.9447727,Negative (抑制流失)
4223-WOZCM,Contract,-0.51865035,Negative (抑制流失)
5917-RYRMG,Number of Referrals,0.92846113,Positive (促使流失)
8224-DWCKX,Contract,-0.5624582,Negative (抑制流失)
1768-HNVGJ,Contract,-1.2658367,Negative (抑制流失)
4395-PZMSN,Number of Referrals,-2.5648155,Negative (抑制流失)
5446-DKWYW,Contract,0.6376186,Positive (促使流失)
8107-KNCIM,Number of Referrals,-1.714801,Negative (抑制流失)
5451-YHYPW,Contract,0.65891635,Positive (促使流失)
7629-WFGLW,Contract,0.84732425,Positive (促使流失)
8818-DOPVL,Contract,-0.7982922,Negative (抑制流失)
7044-YAACC,Contract,0.6015956,Positive (促使流失)
8189-XRIKE,Contract,0.8121204,Positive (促使流失)
3740-RLMVT,Number of Referrals,-1.787838,Negative (抑制流失)
2186-QZEYA,Contract,-1.3883586,Negative (抑制流失)
5599-HVLTW,Number of Referrals,-2.1572511,Negative (抑制流失)
9208-OLGAQ,Number of Referrals,0.77043366,Positive (促使流失)
3244-CQPHU,Number of Referrals,0.85668015,Positive (促使流失)
2674-MLXMN,Number of Referrals,-1.9151474,Negative (抑制流失)
9708-HPXWZ,Number of Referrals,0.8533555,Positive (促使流失)
5792-JALQC,Contract,0.67306757,Positive (促使流失)
2675-OTVVJ,Contract,-1.5587596,Negative (抑制流失)
0537-QYZZN,Contract,-1.552939,Negative (抑制流失)
3340-QBBFM,Contract,0.73275566,Positive (促使流失)
2277-VWCNI,Contract,0.71047455,Positive (促使流失)
7576-JMYWV,Contract,-1.9609315,Negative (抑制流失)
5227-JSCFE,Number of Referrals,-2.4943304,Negative (抑制流失)
1608-GMEWB,Contract,0.9114107,Positive (促使流失)
2665-NPTGL,Contract,0.6540095,Positive (促使流失)
0442-ZXKVS,Contract,-0.7088329,Negative (抑制流失)
