Customer ID,Persona,raw_cluster,Churn Value,Age,married_bin,senior_bin,Number of Dependents,Tenure in Months,Monthly Charge,is_fiber,is_mpm,protection_count,Number of Referrals,Satisfaction Score,CLTV
2453-SAFNS,P3: Senior Digital Adopter,1,0,68,0,1,0,54,72.1,0,0,2,0,5,4277
7426-GSWPO,P3: Senior Digital Adopter,1,0,78,0,1,0,64,103.5,1,1,2,0,3,5125
4909-JOUPP,P3: Senior Digital Adopter,1,0,76,1,1,0,72,109.7,1,0,3,5,4,4319
6437-UDQJM,P3: Senior Digital Adopter,1,0,72,1,1,0,72,84.1,0,0,3,5,3,4999
1226-IENZN,P3: Senior Digital Adopter,1,0,68,0,1,0,16,78.75,1,1,0,0,4,4351
3411-WLRSQ,P3: Senior Digital Adopter,1,0,80,1,1,0,3,74.6,1,1,1,3,5,3711
0822-QGCXA,P3: Senior Digital Adopter,1,0,76,1,1,0,27,83.85,0,1,3,5,5,5907
3588-WSTTJ,P3: Senior Digital Adopter,1,0,78,0,1,0,35,99.05,1,1,1,0,4,3484
3798-EPWRR,P3: Senior Digital Adopter,1,0,74,0,1,0,2,43.95,0,1,0,0,5,4057
2452-MRMZF,P3: Senior Digital Adopter,1,0,70,1,1,0,72,25.7,0,0,0,9,3,5079
4989-LIXVT,P3: Senior Digital Adopter,1,0,66,0,1,0,68,95.9,1,1,2,0,3,5080
5481-NTDOH,P3: Senior Digital Adopter,1,0,67,1,1,0,67,107.05,1,0,2,8,3,4126
0749-IRGQE,P3: Senior Digital Adopter,1,0,68,1,1,0,13,45.3,0,1,0,5,4,4118
1754-GKYPY,P3: Senior Digital Adopter,1,0,65,1,1,0,22,89.75,1,1,0,8,3,4180
1591-MQJTP,P3: Senior Digital Adopter,1,0,76,1,1,0,51,93.65,1,0,2,7,4,4163
7471-MQPOS,P1: Family Anchor,3,0,74,1,1,3,71,72.9,0,0,3,1,4,6404
3259-KNMRR,P3: Senior Digital Adopter,1,0,72,0,1,0,57,79.75,0,0,2,0,4,5371
6120-RJKLU,P3: Senior Digital Adopter,1,0,69,1,1,0,62,79.95,0,0,3,9,4,6488
4323-OHFOW,P3: Senior Digital Adopter,1,0,72,1,1,0,70,105.55,1,0,2,1,4,4605
6563-VNPMN,P3: Senior Digital Adopter,1,0,80,0,1,0,45,85.7,1,1,3,0,4,5397
2267-WTPYD,P3: Senior Digital Adopter,1,0,77,1,1,0,57,94.0,1,1,2,1,5,6015
9129-UXERG,P3: Senior Digital Adopter,1,0,65,0,1,0,18,103.6,1,1,2,0,4,2094
6229-LSCKB,P3: Senior Digital Adopter,1,0,69,0,1,0,6,79.7,1,1,0,0,5,2893
6127-IYJOZ,P3: Senior Digital Adopter,1,0,71,0,1,0,1,45.85,0,1,0,0,5,5715
8065-QBYTO,P3: Senior Digital Adopter,1,0,68,0,1,0,71,99.65,1,0,3,0,4,5448
7921-LMDFQ,P3: Senior Digital Adopter,1,0,69,0,1,0,51,94.0,1,0,1,0,4,6034
5820-PTRYM,P3: Senior Digital Adopter,1,0,75,1,1,0,56,68.45,0,0,4,1,4,4368
6211-WHMYA,P3: Senior Digital Adopter,1,0,77,0,1,0,64,43.85,0,1,2,0,5,6055
3454-JFUBC,P3: Senior Digital Adopter,1,0,66,0,1,0,68,20.0,0,0,0,0,5,6136
2451-YMUXS,P3: Senior Digital Adopter,1,0,79,0,1,0,67,64.55,0,0,3,0,3,4494
4690-PKDQG,P3: Senior Digital Adopter,1,0,66,1,1,0,42,95.55,1,1,2,3,3,4121
7789-CRUVC,P3: Senior Digital Adopter,1,0,77,1,1,0,61,94.2,1,1,4,1,3,5274
9972-VAFJJ,P3: Senior Digital Adopter,1,0,77,1,1,0,53,94.0,1,0,3,1,3,6355
5981-ZVXOT,P3: Senior Digital Adopter,1,0,72,0,1,0,35,108.35,1,0,3,0,3,5139
2274-XUATA,P3: Senior Digital Adopter,1,0,78,1,1,0,72,63.1,0,0,4,8,3,4933
0666-UXTJO,P3: Senior Digital Adopter,1,0,80,1,1,0,34,85.2,1,1,1,4,5,5393
1035-IPQPU,P3: Senior Digital Adopter,1,0,77,1,1,0,63,103.5,1,1,2,2,4,5187
2235-DWLJU,P3: Senior Digital Adopter,1,0,75,0,1,0,6,44.4,0,1,0,0,5,4611
3605-JISKB,P3: Senior Digital Adopter,1,0,67,1,1,0,55,60.0,0,0,2,2,4,4212
3668-QPYBK,P2: Solo Drifter,0,1,37,0,0,0,2,53.85,0,1,2,0,1,3239
9237-HQITU,P2: Solo Drifter,0,1,19,0,0,2,2,70.7,1,1,0,0,2,2701
9305-CDSKC,P2: Solo Drifter,0,1,31,0,0,2,8,99.65,0,1,1,0,3,5372
7892-POOKP,P4: Connected Professional,2,1,23,1,0,3,28,104.8,1,1,2,0,3,5003
0280-XJGEX,P4: Connected Professional,2,1,38,0,0,1,49,103.7,1,1,2,0,1,5340
4190-MFLUW,P4: Connected Professional,2,1,21,1,0,0,10,55.2,0,1,2,6,1,5925
1066-JKSGK,P2: Solo Drifter,0,1,29,0,0,0,1,20.15,0,1,0,0,1,4832
6467-CHFZW,P4: Connected Professional,2,1,61,1,0,1,47,99.35,1,1,1,1,1,5789
8665-UTDHZ,P2: Solo Drifter,0,1,27,1,0,0,1,30.2,0,1,1,1,1,2915
8773-HHUOZ,P2: Solo Drifter,0,1,20,0,0,0,17,64.7,0,1,0,0,1,3022
6047-YHPVI,P2: Solo Drifter,0,1,56,0,0,3,5,69.7,1,1,0,0,1,2454
5380-WJKOV,P4: Connected Professional,2,1,51,0,0,1,34,106.35,1,1,2,0,2,2941
8168-UQWWF,P2: Solo Drifter,0,1,48,0,0,2,11,97.85,0,1,1,0,3,5674
7760-OYPDY,P2: Solo Drifter,0,1,32,0,0,2,2,80.65,1,1,0,0,1,5586
9420-LOJKX,P2: Solo Drifter,0,1,34,0,0,1,15,99.1,1,1,2,0,1,2966
5698-BQJOH,P2: Solo Drifter,0,1,41,0,0,2,9,94.4,1,1,0,0,3,5571
5919-TMRGD,P2: Solo Drifter,0,1,32,0,0,3,1,79.35,1,1,0,0,1,2483
9191-MYQKX,P1: Family Anchor,3,1,34,1,0,5,7,75.15,1,1,1,1,1,3457
8637-XJIVR,P2: Solo Drifter,0,1,34,0,0,3,12,78.95,1,1,1,0,1,5806
0278-YXOOG,P2: Solo Drifter,0,1,30,0,0,0,5,21.05,0,1,0,0,3,2604
3192-NQECA,P4: Connected Professional,2,1,26,1,0,0,68,110.0,1,0,3,4,2,5034
0486-HECZI,P4: Connected Professional,2,1,37,1,0,1,55,96.75,1,1,2,0,1,5154
5299-RULOA,P4: Connected Professional,2,1,62,1,0,2,10,100.25,1,1,1,1,2,5998
0404-SWRVG,P2: Solo Drifter,0,1,21,0,0,2,3,74.4,1,1,0,0,1,4415
6207-WIOLX,P4: Connected Professional,2,1,27,1,0,0,25,58.6,0,1,3,6,1,4190
3091-FYHKI,P2: Solo Drifter,0,1,64,0,0,0,1,35.45,0,1,0,0,3,2301
2372-HWUHI,P2: Solo Drifter,0,1,45,0,0,0,2,44.35,0,1,0,0,3,2570
4080-OGPJL,P2: Solo Drifter,0,1,53,0,0,0,8,71.15,0,1,2,0,1,2662
2135-RXIHG,P2: Solo Drifter,0,1,63,0,0,0,1,45.65,0,1,0,0,1,2600
3874-EQOEP,P1: Family Anchor,3,1,32,0,0,4,7,95.0,0,1,0,0,1,2786
0867-MKZVY,P4: Connected Professional,2,1,26,1,0,1,20,82.4,1,1,1,5,1,5719
3376-BMGFE,P2: Solo Drifter,0,1,42,0,0,1,4,70.9,1,1,0,0,1,4287
1875-QIVME,P4: Connected Professional,2,1,26,1,0,3,2,104.4,1,1,2,1,3,4690
0691-JVSYA,P4: Connected Professional,2,1,24,1,0,0,53,94.85,1,0,1,5,1,4328
6317-YPKDH,P2: Solo Drifter,0,1,54,0,0,0,1,29.95,0,1,1,0,1,4534
9367-WXLCH,P2: Solo Drifter,0,1,51,0,0,2,8,84.5,1,1,0,0,2,2152
1918-ZBFQJ,P2: Solo Drifter,0,1,48,0,0,3,13,79.25,1,1,2,0,1,5142
1024-GUALD,P1: Family Anchor,3,1,29,1,0,0,1,24.8,0,1,0,4,1,4851
2472-OVKUP,P4: Connected Professional,2,1,39,1,0,2,6,91.0,1,1,2,5,2,2283
1285-OKIPP,P2: Solo Drifter,0,1,62,0,0,3,1,79.9,1,1,0,0,2,3394
7825-ECJRF,P4: Connected Professional,2,1,43,0,0,1,19,106.6,1,1,3,0,1,3764
7841-TZDMQ,P2: Solo Drifter,0,1,19,0,0,0,2,46.0,0,1,0,0,3,2667
9408-SSNVZ,P2: Solo Drifter,0,1,39,0,0,2,4,70.15,1,1,0,0,2,2227
0742-MOABM,P2: Solo Drifter,0,1,50,1,0,0,4,50.05,0,1,1,2,2,3394
2232-DMLXU,P2: Solo Drifter,0,1,22,1,0,0,1,55.2,0,1,0,0,2,3638
8937-RDTHP,P2: Solo Drifter,0,1,40,0,0,1,1,84.6,1,1,1,0,2,2484
1251-KRREG,P2: Solo Drifter,0,1,22,0,0,0,2,54.4,0,1,1,0,3,2556
0322-YINQP,P2: Solo Drifter,0,1,37,0,0,0,1,48.55,0,1,1,0,1,5687
4629-NRXKX,P2: Solo Drifter,0,1,47,1,0,0,2,70.4,1,1,0,1,1,5687
4959-JOSRX,P1: Family Anchor,3,1,41,1,0,0,2,44.6,0,1,0,3,2,4884
6323-AYBRX,P2: Solo Drifter,0,1,51,0,0,0,59,19.35,0,0,0,0,3,5084
6366-ZGQGL,P2: Solo Drifter,0,1,60,0,0,0,1,24.8,0,1,0,0,2,5087
5940-AHUHD,P2: Solo Drifter,0,1,30,0,0,0,1,70.6,1,1,0,0,2,3338
6432-TWQLB,P2: Solo Drifter,0,1,51,1,0,0,5,85.4,1,1,2,1,3,3676
4484-GLZOU,P4: Connected Professional,2,1,20,1,0,0,52,105.05,1,1,2,6,2,4839
9512-UIBFX,P4: Connected Professional,2,1,52,1,0,0,18,95.15,1,1,1,6,3,4643
5583-SXDAG,P2: Solo Drifter,0,1,41,1,0,0,1,70.0,1,1,0,1,3,4094
3580-REOAC,P2: Solo Drifter,0,1,34,0,0,0,10,44.85,0,1,0,0,2,4061
6390-DSAZX,P2: Solo Drifter,0,1,21,0,0,0,1,73.6,1,1,1,0,1,2565
7563-BIUPC,P2: Solo Drifter,0,1,30,0,0,0,5,80.6,1,1,0,0,2,5715
2321-OMBXY,P4: Connected Professional,2,1,55,1,0,0,38,80.3,0,0,3,1,1,2071
0122-OAHPZ,P2: Solo Drifter,0,1,29,0,0,0,7,73.85,1,1,0,0,3,2473
2868-SNELZ,P2: Solo Drifter,0,1,54,0,0,0,2,80.6,1,1,1,0,1,2683
4322-RCYMT,P4: Connected Professional,2,1,63,1,0,0,68,75.8,0,0,3,1,3,4903
6680-NENYN,P4: Connected Professional,2,1,24,0,0,0,43,104.6,1,0,2,0,1,5250
1343-EHPYB,P4: Connected Professional,2,1,61,1,0,0,63,103.4,1,1,2,2,2,4352
2034-GDRCN,P2: Solo Drifter,0,1,47,0,0,0,2,90.4,1,1,0,0,3,4157
0219-YTZUE,P4: Connected Professional,2,1,26,1,0,0,4,84.8,1,1,2,5,3,4939
4572-DVCGN,P2: Solo Drifter,0,1,40,0,0,0,10,80.25,1,1,0,0,3,3598
1010-DIAUQ,P2: Solo Drifter,0,1,54,0,0,0,5,96.5,1,1,1,0,3,5383
0259-GBZSH,P2: Solo Drifter,0,1,22,0,0,0,2,85.65,0,1,0,0,1,3878
9601-BRXPO,P4: Connected Professional,2,1,48,1,0,0,25,104.95,1,1,2,1,3,3642
6905-NIQIN,P2: Solo Drifter,0,1,26,0,0,0,1,50.65,0,1,1,0,1,2431
5167-ZFFMM,P2: Solo Drifter,0,1,64,0,0,0,1,90.85,1,1,1,0,3,3424
6599-CEBNN,P2: Solo Drifter,0,1,63,0,0,0,34,73.95,1,1,1,0,3,5795
0979-PHULV,P4: Connected Professional,2,1,30,1,0,0,69,99.45,1,1,1,2,3,4020
4800-VHZKI,P2: Solo Drifter,0,1,59,0,0,0,1,19.9,0,1,0,0,3,3351
7989-CHGTL,P2: Solo Drifter,0,1,52,0,0,0,1,19.6,0,1,0,0,1,3448
0578-SKVMF,P4: Connected Professional,2,1,23,1,0,0,22,83.3,0,1,1,4,1,3804
9063-ZGTUY,P1: Family Anchor,3,1,22,1,0,0,61,19.4,0,1,0,3,3,4221
2957-LOLHO,P2: Solo Drifter,0,1,49,0,0,0,12,45.4,0,1,0,0,3,2887
7752-XUSCI,P4: Connected Professional,2,1,20,0,0,0,60,105.9,1,1,2,0,2,4105
4110-PFEUZ,P2: Solo Drifter,0,1,54,0,0,0,1,69.55,1,1,0,0,1,2792
0256-LTHVJ,P4: Connected Professional,2,1,58,1,0,0,28,81.05,1,1,0,1,1,5201
0880-TKATG,P4: Connected Professional,2,1,21,1,0,0,4,101.15,1,1,1,3,1,4417
3811-VBYBZ,P2: Solo Drifter,0,1,61,0,0,0,7,99.8,1,1,1,0,1,2031
4640-UHDOS,P2: Solo Drifter,0,1,60,1,0,0,13,55.95,0,1,0,3,1,4498
3583-EKAPL,P2: Solo Drifter,0,1,25,0,0,0,1,55.0,0,1,0,0,1,4877
9399-APLBT,P2: Solo Drifter,0,1,52,1,0,0,1,74.7,1,1,1,0,1,5980
2359-KMGLI,P2: Solo Drifter,0,1,52,0,0,0,24,80.25,1,1,1,0,1,4418
0306-JAELE,P2: Solo Drifter,0,1,61,0,0,0,5,96.1,1,1,1,0,1,4192
6227-HWPWX,P2: Solo Drifter,0,1,40,0,0,0,15,69.0,1,1,0,0,1,5671
0447-BEMNG,P4: Connected Professional,2,1,28,1,0,0,48,45.3,0,1,2,3,1,4926
5949-XIKAE,P2: Solo Drifter,0,1,32,1,0,0,8,83.55,0,1,1,1,1,2879
8372-JUXUI,P2: Solo Drifter,0,1,32,0,0,0,1,74.35,1,1,0,0,1,2814
0388-EOPEX,P2: Solo Drifter,0,1,28,1,0,0,2,74.4,1,1,1,1,1,4263
8205-OTCHB,P2: Solo Drifter,0,1,51,0,0,0,22,43.75,0,0,2,0,3,3099
7783-YKGDV,P2: Solo Drifter,0,1,49,0,0,0,12,99.7,1,1,3,0,1,2538
7218-HKQFK,P4: Connected Professional,2,1,49,1,0,0,2,94.2,1,1,1,4,2,3715
4636-QRJKY,P2: Solo Drifter,0,1,64,1,0,0,6,80.5,1,1,1,1,3,5032
9412-GHEEC,P2: Solo Drifter,0,1,55,0,0,0,40,104.8,1,1,2,0,1,3492
6825-UYPFK,P2: Solo Drifter,0,1,47,0,0,0,23,75.6,1,1,0,0,1,2115
8397-MVTAZ,P4: Connected Professional,2,1,22,1,0,0,34,100.05,1,1,1,2,3,2568
9282-IZGQK,P2: Solo Drifter,0,1,51,0,0,0,1,85.0,1,1,0,0,3,5679
1342-JPNKI,P2: Solo Drifter,0,1,33,0,0,0,10,86.05,1,1,0,0,3,2966
2817-NTQDO,P2: Solo Drifter,0,1,52,0,0,0,13,45.55,0,1,2,0,3,4856
6986-IJDHX,P4: Connected Professional,2,1,29,1,0,0,39,86.3,1,1,1,5,1,3364
5301-GAUUY,P2: Solo Drifter,0,1,31,0,0,0,32,80.35,1,1,1,0,1,5974
0939-YAPAF,P2: Solo Drifter,0,1,44,0,0,0,35,100.25,1,1,1,0,3,2744
4710-FDUIZ,P4: Connected Professional,2,1,50,1,0,0,56,100.3,1,0,1,2,2,5170
1218-VKFPE,P1: Family Anchor,3,1,48,1,0,0,12,19.0,0,1,0,1,1,3535
3627-FHKBK,P2: Solo Drifter,0,1,28,0,0,0,1,75.3,1,1,1,0,1,3244
0719-SYFRB,P2: Solo Drifter,0,1,52,0,0,0,12,61.65,0,1,3,0,1,5670
6543-CPZMK,P2: Solo Drifter,0,1,32,1,0,0,9,29.95,0,1,1,1,2,2573
4765-OXPPD,P4: Connected Professional,2,1,20,1,0,0,9,65.0,0,1,4,1,1,3983
1009-IRMNA,P2: Solo Drifter,0,1,27,0,0,0,7,20.0,0,1,0,0,3,4479
7207-RMRDB,P4: Connected Professional,2,1,20,1,0,0,65,105.5,1,1,2,7,1,5720
0195-IESCP,P4: Connected Professional,2,1,26,1,0,0,10,85.25,1,1,0,1,3,3573
4580-TMHJU,P1: Family Anchor,3,1,57,1,0,0,43,56.15,0,1,0,3,2,2152
0970-ETWGE,P2: Solo Drifter,0,1,38,0,0,0,1,89.55,0,1,0,0,2,4996
0887-HJGAR,P2: Solo Drifter,0,1,57,0,0,0,1,45.7,0,1,0,0,3,2295
9576-ANLXO,P2: Solo Drifter,0,1,30,0,0,0,3,69.55,1,1,0,0,1,2876
2024-BASKD,P2: Solo Drifter,0,1,23,0,0,0,1,74.6,1,1,1,0,3,3860
4464-JCOLN,P1: Family Anchor,3,1,40,1,0,0,2,19.85,0,0,0,2,3,2362
5650-VDUDS,P2: Solo Drifter,0,1,48,0,0,0,4,24.25,0,1,0,0,2,2038
7538-GWHML,P2: Solo Drifter,0,1,52,0,0,0,2,69.65,1,1,0,0,2,2323
3859-CVCET,P2: Solo Drifter,0,1,47,0,0,0,4,45.65,0,1,0,0,1,2864
3276-HDUEG,P2: Solo Drifter,0,1,23,0,0,0,1,75.05,1,1,0,0,2,4838
0822-GAVAP,P2: Solo Drifter,0,1,19,0,0,0,2,34.7,0,1,0,0,1,3146
1448-PWKYE,P2: Solo Drifter,0,1,48,1,0,0,1,80.0,0,1,0,1,1,2046
2276-YDAVZ,P2: Solo Drifter,0,1,63,0,0,0,3,75.1,1,1,0,0,3,4965
5896-NPFWW,P2: Solo Drifter,0,1,23,1,0,0,3,50.15,0,1,1,1,1,3273
7133-VBDCG,P2: Solo Drifter,0,1,54,0,0,0,25,79.85,1,1,2,0,2,4535
1029-QFBEN,P2: Solo Drifter,0,1,27,0,0,0,1,19.55,0,1,0,0,2,3556
4952-YSOGZ,P4: Connected Professional,2,1,48,1,0,0,4,85.95,1,1,0,1,3,5640
1589-AGTLK,P2: Solo Drifter,0,1,26,0,0,0,3,45.35,0,1,0,0,3,2450
6439-GTPCA,P2: Solo Drifter,0,1,29,0,0,0,45,87.25,0,1,2,0,1,5269
5138-WVKYJ,P2: Solo Drifter,0,1,51,0,0,0,10,98.55,1,1,1,0,1,3658
2189-WWOEW,P2: Solo Drifter,0,1,37,0,0,0,15,85.9,1,1,1,0,3,3579
1894-IGFSG,P2: Solo Drifter,0,1,38,0,0,0,22,89.25,1,1,0,0,1,3161
7379-POKDZ,P2: Solo Drifter,0,1,31,1,0,0,3,70.3,1,1,0,1,1,3038
0236-HFWSV,P2: Solo Drifter,0,1,49,0,0,0,15,93.35,1,1,0,0,1,5264
3900-AQPHZ,P2: Solo Drifter,0,1,45,0,0,0,1,19.9,0,1,0,0,2,4248
5842-POCOP,P4: Connected Professional,2,1,37,1,0,0,5,88.9,0,1,2,1,1,4356
2037-XJFUP,P4: Connected Professional,2,1,24,1,0,0,33,95.8,1,0,1,1,2,4161
7314-OXENN,P2: Solo Drifter,0,1,42,0,0,0,2,82.0,1,1,1,0,3,3051
0322-CHQRU,P2: Solo Drifter,0,1,63,0,0,0,2,45.35,0,1,0,0,1,3478
4678-DVQEO,P2: Solo Drifter,0,1,41,0,0,0,1,52.2,0,1,1,0,1,4138
3009-JWMPU,P4: Connected Professional,2,1,58,0,0,0,62,96.75,1,0,1,0,2,5016
1450-GALXR,P2: Solo Drifter,0,1,33,0,0,0,10,98.5,1,1,1,0,1,5184
3138-BKYAV,P2: Solo Drifter,0,1,61,0,0,0,6,85.35,1,1,1,0,3,4694
4289-DTDKW,P4: Connected Professional,2,1,54,1,0,0,40,101.3,0,1,1,1,1,2576
1820-TQVEV,P2: Solo Drifter,0,1,27,0,0,0,1,69.55,1,1,0,0,2,3042
2239-JALAW,P4: Connected Professional,2,1,20,0,0,0,58,103.25,1,0,2,0,1,6105
4853-RULSV,P4: Connected Professional,2,1,25,0,0,0,70,104.0,1,0,2,0,1,4544
6275-YDUVO,P2: Solo Drifter,0,1,62,0,0,0,2,86.2,1,1,1,0,3,2969
0115-TFERT,P4: Connected Professional,2,1,24,1,0,0,21,111.2,1,1,3,1,3,4123
2311-QYMUQ,P4: Connected Professional,2,1,41,1,0,0,16,89.45,1,1,2,1,3,3696
3104-OWCGK,P4: Connected Professional,2,1,21,1,0,0,60,90.95,1,0,2,1,3,4111
9101-BWFSS,P4: Connected Professional,2,1,58,1,0,0,50,108.55,1,0,3,1,2,4274
6982-SSHFK,P2: Solo Drifter,0,1,45,0,0,0,1,44.4,0,1,0,0,1,3522
1038-ZAGBI,P1: Family Anchor,3,1,59,1,0,0,12,19.8,0,0,0,1,3,2653
3027-ZTDHO,P2: Solo Drifter,0,1,21,0,0,0,1,89.9,1,1,0,0,1,5951
2382-BCKQJ,P4: Connected Professional,2,1,41,0,0,0,62,100.15,1,0,1,0,3,5600
2207-NHRJK,P2: Solo Drifter,0,1,58,0,0,0,1,50.8,0,1,1,0,1,3718
9944-HKVVB,P2: Solo Drifter,0,1,55,0,0,0,3,95.1,0,1,1,0,1,5861
4124-MMETB,P2: Solo Drifter,0,1,52,0,0,0,22,94.65,1,1,0,0,2,3665
3671-SHRSP,P2: Solo Drifter,0,1,46,1,0,0,4,80.6,1,1,2,1,3,3080
3313-QKNKB,P4: Connected Professional,2,1,24,1,0,0,59,85.55,1,0,0,0,3,6304
5073-WXOYN,P2: Solo Drifter,0,1,58,0,0,0,60,50.8,0,1,1,0,2,4941
0207-MDKNV,P2: Solo Drifter,0,1,54,0,0,0,15,105.1,1,1,3,0,1,2122
9851-KIELU,P2: Solo Drifter,0,1,53,0,0,0,10,110.1,1,1,4,0,1,5803
3908-BLSYF,P2: Solo Drifter,0,1,40,0,0,0,6,83.9,1,1,1,0,1,3962
7549-MYGPK,P4: Connected Professional,2,1,48,1,0,0,63,100.55,1,1,3,3,2,5413
3804-RVTGV,P4: Connected Professional,2,1,55,1,0,0,50,103.85,1,1,2,6,2,5812
9227-LUNBG,P2: Solo Drifter,0,1,39,0,0,0,1,24.6,0,1,0,0,2,5768
4315-MURBD,P2: Solo Drifter,0,1,64,0,0,0,12,98.9,0,1,2,0,1,5559
9734-YWGEX,P2: Solo Drifter,0,1,27,0,0,0,9,98.3,1,1,1,0,2,2954
2719-BDAQO,P2: Solo Drifter,0,1,36,0,0,0,17,93.85,1,1,1,0,1,4940
9625-QSTYE,P2: Solo Drifter,0,1,37,0,0,0,13,81.15,1,1,2,0,1,4806
6400-BWQKW,P2: Solo Drifter,0,1,51,0,0,0,6,79.05,1,1,1,0,1,3263
6680-WKXRZ,P2: Solo Drifter,0,1,32,0,0,0,3,74.4,1,1,0,0,3,2054
9448-REEVD,P2: Solo Drifter,0,1,21,1,0,0,1,44.7,0,1,0,1,3,3700
9117-SHLZX,P2: Solo Drifter,0,1,36,0,0,0,1,45.7,0,1,0,0,3,3571
4541-RMRLG,P2: Solo Drifter,0,1,53,0,0,0,7,19.25,0,1,0,0,3,4489
3158-MOERK,P2: Solo Drifter,0,1,57,0,0,0,2,96.0,1,1,0,0,2,3391
7294-TMAOP,P2: Solo Drifter,0,1,30,0,0,0,1,90.55,1,1,0,0,2,2627
2834-JRTUA,P4: Connected Professional,2,1,30,0,0,0,71,108.05,1,0,3,0,1,5200
5875-YPQFJ,P2: Solo Drifter,0,1,51,0,0,0,1,69.9,1,1,0,0,3,5367
8603-IJWDN,P2: Solo Drifter,0,1,41,0,0,0,1,86.6,1,1,0,0,3,5228
3842-IYKUE,P2: Solo Drifter,0,1,28,0,0,0,35,85.3,1,1,2,0,2,2455
6641-XRPSU,P2: Solo Drifter,0,1,61,0,0,0,34,70.0,1,1,0,0,2,2318
8357-EQXFO,P2: Solo Drifter,0,1,46,0,0,0,7,95.35,1,1,1,0,2,3077
9524-EGPJC,P2: Solo Drifter,0,1,33,0,0,0,18,90.1,1,1,1,0,1,4260
6993-OHLXR,P2: Solo Drifter,0,1,26,0,0,0,2,68.95,1,1,0,0,1,5225
8818-XYFCQ,P4: Connected Professional,2,1,39,1,0,0,32,99.55,1,1,1,1,1,5026
4695-VADHF,P2: Solo Drifter,0,1,53,1,0,0,18,57.45,0,1,1,1,1,2989
3863-IUBJR,P4: Connected Professional,2,1,27,1,0,0,12,53.65,0,0,0,1,1,2595
8436-BJUMM,P2: Solo Drifter,0,1,62,1,0,0,26,83.75,0,1,0,1,3,2404
9948-YPTDG,P4: Connected Professional,2,1,44,1,0,0,38,79.45,1,1,2,1,1,2405
4883-QICIH,P2: Solo Drifter,0,1,37,1,0,0,32,69.75,1,1,0,1,2,2356
8329-IBCTI,P2: Solo Drifter,0,1,50,0,0,0,1,19.65,0,1,0,0,3,5881
5669-SRAIP,P2: Solo Drifter,0,1,55,0,0,0,5,39.5,0,1,1,0,2,2863
5981-ITEMU,P4: Connected Professional,2,1,58,1,0,0,40,97.1,1,1,0,1,3,3099
6941-PMGEP,P2: Solo Drifter,0,1,26,0,0,0,5,80.0,1,1,0,0,3,3937
1624-WOIWJ,P2: Solo Drifter,0,1,40,0,0,0,10,84.7,1,1,1,0,1,5686
2074-GKOWZ,P4: Connected Professional,2,1,49,1,0,0,2,89.55,1,1,0,1,1,3851
0376-YMCJC,P2: Solo Drifter,0,1,21,0,0,0,23,90.6,0,1,1,0,2,4359
0634-SZPQA,P2: Solo Drifter,0,1,64,0,0,0,23,90.05,1,1,1,0,2,4650
5536-RTPWK,P4: Connected Professional,2,1,54,1,0,0,49,99.05,1,1,1,1,2,5157
6166-ILMNY,P2: Solo Drifter,0,1,46,0,0,0,2,69.75,1,1,0,0,1,5667
3097-NNSPB,P2: Solo Drifter,0,1,42,0,0,0,2,49.05,0,1,1,0,1,2960
0655-RBDUG,P2: Solo Drifter,0,1,32,0,0,0,7,98.05,1,1,1,0,1,2561
4361-BKAXE,P4: Connected Professional,2,1,23,0,0,0,41,114.5,1,1,4,0,1,3038
9878-TNQGW,P2: Solo Drifter,0,1,51,0,0,0,2,80.95,1,1,0,0,3,3533
4607-CHPCA,P4: Connected Professional,2,1,63,1,0,0,25,90.4,1,0,0,1,3,5801
8824-RWFXJ,P4: Connected Professional,2,1,21,1,0,0,3,56.15,0,1,2,1,1,2539
9763-PDTKK,P2: Solo Drifter,0,1,59,0,0,0,4,94.4,1,1,3,0,1,4249
7627-JKIAZ,P2: Solo Drifter,0,1,62,1,0,0,37,78.95,1,1,1,0,3,3982
4081-DYXAV,P2: Solo Drifter,0,1,27,0,0,0,19,44.85,0,0,0,0,3,5182
0927-LCSMG,P2: Solo Drifter,0,1,23,0,0,0,7,74.65,1,1,1,0,3,3331
8257-RZAHR,P2: Solo Drifter,0,1,51,1,0,0,14,64.7,0,1,1,1,1,4049
0841-NULXI,P2: Solo Drifter,0,1,38,0,0,0,1,35.55,0,1,0,0,1,3958
7851-WZEKY,P2: Solo Drifter,0,1,32,0,0,0,2,95.15,1,1,0,0,2,2414
8844-TONUD,P4: Connected Professional,2,1,54,1,0,0,13,96.65,1,1,1,4,1,5295
5868-CZJDR,P2: Solo Drifter,0,1,41,0,0,0,1,31.35,0,1,1,0,2,3605
0135-NMXAP,P2: Solo Drifter,0,1,57,0,0,0,12,89.75,1,1,1,0,3,5671
6270-OMFIW,P4: Connected Professional,2,1,33,1,0,0,60,94.4,0,0,1,9,2,4990
0107-WESLM,P2: Solo Drifter,0,1,32,0,0,0,1,19.85,0,1,0,0,2,3874
3992-YWPKO,P2: Solo Drifter,0,1,55,0,0,0,6,109.9,1,1,3,0,1,5750
0125-LZQXK,P2: Solo Drifter,0,1,42,0,0,0,15,101.35,1,1,2,0,2,3025
5673-FSSMF,P2: Solo Drifter,0,1,19,0,0,0,1,60.15,0,1,0,0,3,4611
