Customer ID,churn_prob,risk_tier,Monthly Charge,Tenure in Months,Contract,Internet Type,Churn Value
7825-ECJRF,0.71413124,HIGH,106.6,19,Month-to-Month,Fiber Optic,1
4789-KWMXN,0.7138762,HIGH,110.85,47,One Year,Fiber Optic,1
9214-EKVXR,0.71387076,HIGH,44.0,1,Month-to-Month,DSL,0
4468-YDOVK,0.7134997,HIGH,48.65,5,Month-to-Month,DSL,0
3748-FVMZZ,0.713395,HIGH,40.05,4,Month-to-Month,DSL,0
4503-BDXBD,0.7132993,HIGH,74.95,11,Month-to-Month,Fiber Optic,1
1212-GLHMD,0.71271366,HIGH,86.05,3,Month-to-Month,Fiber Optic,0
5515-IDEJJ,0.7125974,HIGH,19.9,1,Month-to-Month,,1
6876-ADESB,0.71256685,HIGH,48.95,1,Month-to-Month,Cable,1
3258-SANFR,0.7122385,HIGH,44.7,6,Month-to-Month,DSL,0
7218-HKQFK,0.7121055,HIGH,94.2,2,Month-to-Month,Fiber Optic,1
3550-SAHFP,0.7120965,HIGH,83.35,33,Month-to-Month,Fiber Optic,1
8543-MSDMF,0.71206474,HIGH,77.4,3,Month-to-Month,Cable,0
7537-RBWEA,0.7116317,HIGH,25.15,1,Month-to-Month,Cable,0
5899-OUVKV,0.71143746,HIGH,94.5,31,Month-to-Month,Fiber Optic,0
1482-OXZSY,0.7114195,HIGH,100.4,30,Month-to-Month,Fiber Optic,0
6204-IEUXJ,0.71088743,HIGH,80.1,3,Month-to-Month,Fiber Optic,1
2359-QWQUL,0.7107742,HIGH,104.7,39,One Year,Fiber Optic,1
1942-OQFRW,0.7107448,HIGH,44.0,1,Month-to-Month,DSL,0
8565-CLBZW,0.7104985,HIGH,89.85,24,Month-to-Month,Fiber Optic,1
0093-XWZFY,0.71023816,HIGH,104.5,40,Month-to-Month,Fiber Optic,1
6591-QGOYB,0.7101776,HIGH,106.65,17,Month-to-Month,Fiber Optic,0
5122-CYFXA,0.7098166,HIGH,75.3,3,Month-to-Month,DSL,0
4662-EKDPQ,0.7097469,HIGH,62.05,2,Month-to-Month,Cable,1
6347-DCUIK,0.7092534,HIGH,74.15,10,Month-to-Month,Fiber Optic,1
0365-BZUWY,0.70909274,HIGH,102.55,17,Month-to-Month,Fiber Optic,0
1894-IGFSG,0.7089565,HIGH,89.25,22,Month-to-Month,Fiber Optic,1
8640-SDGKB,0.70883864,HIGH,74.4,4,Month-to-Month,DSL,1
0570-BFQHT,0.70870644,HIGH,80.55,9,Month-to-Month,Fiber Optic,0
9524-EGPJC,0.7082487,HIGH,90.1,18,Month-to-Month,Fiber Optic,1
9227-LUNBG,0.7081903,HIGH,24.6,1,Month-to-Month,DSL,1
7018-WBJNK,0.70805806,HIGH,78.3,13,Month-to-Month,Fiber Optic,0
9828-AOQLM,0.7079732,HIGH,45.7,1,Month-to-Month,DSL,1
4013-TLDHQ,0.70765764,HIGH,78.25,19,Month-to-Month,Fiber Optic,1
1399-UBQIU,0.7074307,HIGH,69.35,11,Month-to-Month,DSL,0
7841-TZDMQ,0.70700496,HIGH,46.0,2,Month-to-Month,DSL,1
0356-ERHVT,0.70663124,HIGH,45.9,11,Month-to-Month,Cable,0
7789-CRUVC,0.7064814,HIGH,94.2,61,Month-to-Month,Fiber Optic,0
4237-RLAQD,0.7063891,HIGH,45.85,1,Month-to-Month,Cable,1
1728-BQDMA,0.7063836,HIGH,44.45,2,Month-to-Month,DSL,0
7562-UXTPG,0.7063658,HIGH,70.15,13,Month-to-Month,Fiber Optic,0
8563-OYMQY,0.70584863,HIGH,90.95,17,Month-to-Month,Fiber Optic,0
3097-NNSPB,0.7052653,HIGH,49.05,2,Month-to-Month,DSL,1
5804-HYIEZ,0.70514953,HIGH,106.05,70,Month-to-Month,Fiber Optic,0
4139-SUGLD,0.7048933,HIGH,35.4,31,Month-to-Month,DSL,1
2267-WTPYD,0.70450324,HIGH,94.0,57,Month-to-Month,Fiber Optic,0
3496-LFSZU,0.7044925,HIGH,70.5,4,Month-to-Month,Fiber Optic,0
2774-LVQUS,0.70432836,HIGH,83.05,15,Month-to-Month,Fiber Optic,1
3351-NQLDI,0.7042902,HIGH,94.35,67,One Year,Fiber Optic,1
5035-BVCXS,0.704114,HIGH,75.9,11,Month-to-Month,Fiber Optic,0
2585-KTFRE,0.70360225,HIGH,70.45,1,Month-to-Month,Cable,0
3737-XBQDD,0.7035668,HIGH,84.85,24,Month-to-Month,Fiber Optic,0
3914-FDRHP,0.70354563,HIGH,86.25,9,Month-to-Month,Fiber Optic,0
5339-PXDVH,0.7031988,HIGH,90.65,4,Month-to-Month,Fiber Optic,0
0637-UBJRP,0.7031083,HIGH,84.05,13,Month-to-Month,Fiber Optic,1
0836-SEYLU,0.7029431,HIGH,40.65,9,Month-to-Month,DSL,1
9112-WSNPU,0.7028416,HIGH,70.55,35,Month-to-Month,Fiber Optic,0
3771-PZOBW,0.7027977,HIGH,90.7,20,Month-to-Month,Fiber Optic,0
8710-YGLWG,0.7027717,HIGH,44.9,1,Month-to-Month,DSL,0
2719-BDAQO,0.7023153,HIGH,93.85,17,Month-to-Month,Fiber Optic,1
3886-CERTZ,0.70211166,HIGH,109.25,72,One Year,Fiber Optic,1
4088-YLDSU,0.70204365,HIGH,104.15,55,One Year,Fiber Optic,1
6416-YJTTB,0.7019019,HIGH,79.5,11,Month-to-Month,Fiber Optic,0
0864-FVJNJ,0.70154375,HIGH,113.35,64,One Year,Fiber Optic,0
8631-WUXGY,0.70148516,HIGH,99.8,46,Month-to-Month,Fiber Optic,0
5760-FXFVO,0.70136446,HIGH,78.95,6,Month-to-Month,Fiber Optic,0
0581-MDMPW,0.7012442,HIGH,88.95,24,Month-to-Month,Fiber Optic,0
1564-HJUVY,0.7008015,HIGH,63.75,4,Month-to-Month,DSL,0
2362-IBOOY,0.70059276,HIGH,84.75,36,Month-to-Month,Fiber Optic,1
2038-LLMLM,0.6996665,MEDIUM,103.85,48,Month-to-Month,Fiber Optic,0
0921-OHLVP,0.6996569,MEDIUM,83.05,22,Month-to-Month,Fiber Optic,0
1091-SOZGA,0.69899017,MEDIUM,99.8,56,One Year,Fiber Optic,0
3419-SNJJD,0.69891226,MEDIUM,105.25,65,Month-to-Month,Fiber Optic,1
3130-ICDUP,0.69840276,MEDIUM,80.55,2,Month-to-Month,Fiber Optic,0
3352-ALMCK,0.69802386,MEDIUM,102.65,40,Month-to-Month,Fiber Optic,0
8257-RZAHR,0.69776267,MEDIUM,64.7,14,Month-to-Month,DSL,1
7181-OQCUT,0.69773465,MEDIUM,103.85,21,Month-to-Month,Fiber Optic,0
2636-OHFMN,0.697547,MEDIUM,48.55,4,Month-to-Month,DSL,1
6839-ITVZJ,0.6973773,MEDIUM,60.05,26,Month-to-Month,DSL,1
4116-TZAQJ,0.6972407,MEDIUM,74.25,9,Month-to-Month,Fiber Optic,1
2603-HVKCG,0.6966168,MEDIUM,101.4,31,Month-to-Month,Fiber Optic,0
2696-NARTR,0.69661003,MEDIUM,73.85,11,Month-to-Month,Fiber Optic,1
5650-YLIBA,0.69659543,MEDIUM,81.15,31,Month-to-Month,Fiber Optic,0
2604-IJPDU,0.696405,MEDIUM,96.55,20,Month-to-Month,Fiber Optic,0
3466-BYAVD,0.69634825,MEDIUM,69.5,15,Month-to-Month,Cable,0
5626-MGTUK,0.6959905,MEDIUM,89.1,20,Month-to-Month,Fiber Optic,0
7979-CORPM,0.6959458,MEDIUM,90.55,24,Month-to-Month,Fiber Optic,1
2712-SYWAY,0.69586396,MEDIUM,25.7,1,Month-to-Month,,0
0082-LDZUE,0.6957002,MEDIUM,44.3,1,Month-to-Month,DSL,0
5133-POWUA,0.69547397,MEDIUM,45.8,1,Month-to-Month,Cable,0
7683-CBDKJ,0.69539016,MEDIUM,65.45,14,Month-to-Month,Cable,1
2834-SPCJV,0.69535416,MEDIUM,84.1,52,Month-to-Month,Fiber Optic,1
2091-MJTFX,0.695158,MEDIUM,51.2,30,Month-to-Month,DSL,1
8637-XJIVR,0.6951482,MEDIUM,78.95,12,Month-to-Month,Fiber Optic,1
0491-KAPQG,0.69487125,MEDIUM,73.7,21,Month-to-Month,Fiber Optic,0
2683-BPJSO,0.6945444,MEDIUM,84.45,29,Month-to-Month,Fiber Optic,1
8819-IMISP,0.6944417,MEDIUM,80.45,31,Month-to-Month,Fiber Optic,0
4315-MURBD,0.69437176,MEDIUM,98.9,12,Month-to-Month,Cable,1
0422-UXFAP,0.6943112,MEDIUM,98.85,51,One Year,Fiber Optic,0
1384-RCUXW,0.6938157,MEDIUM,80.55,16,Month-to-Month,Fiber Optic,0
0314-TKOSI,0.6931906,MEDIUM,55.15,6,Month-to-Month,Cable,0
5950-AAAGJ,0.69295186,MEDIUM,84.3,18,Month-to-Month,Fiber Optic,0
1251-KRREG,0.6927368,MEDIUM,54.4,2,Month-to-Month,DSL,1
2085-BOJKI,0.6922302,MEDIUM,96.65,17,One Year,Fiber Optic,0
5482-VXSXJ,0.6921395,MEDIUM,93.2,22,Month-to-Month,Fiber Optic,0
2189-UXTKY,0.69210905,MEDIUM,79.2,22,Month-to-Month,DSL,1
9432-VOFYX,0.692069,MEDIUM,70.8,17,Month-to-Month,Fiber Optic,0
2403-BCASL,0.6919065,MEDIUM,111.95,41,One Year,Cable,1
5708-EVONK,0.691494,MEDIUM,93.4,58,Month-to-Month,Fiber Optic,1
3946-MHCZW,0.6914044,MEDIUM,50.9,1,Month-to-Month,DSL,1
1456-TWCGB,0.691397,MEDIUM,49.25,4,Month-to-Month,Cable,0
4323-OHFOW,0.6910884,MEDIUM,105.55,70,One Year,Fiber Optic,0
3096-IZETN,0.6910526,MEDIUM,78.1,12,Month-to-Month,Fiber Optic,1
6178-KFNHS,0.6910344,MEDIUM,78.3,12,Month-to-Month,Fiber Optic,1
1226-UDFZR,0.69097614,MEDIUM,49.6,2,Month-to-Month,Cable,1
6689-KXGBO,0.69087666,MEDIUM,50.55,1,Month-to-Month,DSL,1
2833-SLKDQ,0.69084775,MEDIUM,45.05,1,Month-to-Month,Cable,1
9631-XEYKE,0.69079506,MEDIUM,50.4,3,Month-to-Month,DSL,0
5002-GCQFH,0.6907696,MEDIUM,93.85,49,Month-to-Month,Fiber Optic,0
3757-NJYBX,0.6907471,MEDIUM,106.35,32,Month-to-Month,Fiber Optic,1
1020-JPQOW,0.6905732,MEDIUM,90.55,56,Month-to-Month,Fiber Optic,0
5696-QURRL,0.6902856,MEDIUM,45.05,1,Month-to-Month,DSL,1
4537-DKTAL,0.6902337,MEDIUM,45.55,2,Month-to-Month,DSL,0
4592-IWTJI,0.69023025,MEDIUM,29.7,3,Month-to-Month,Cable,1
3995-WFCSM,0.69013923,MEDIUM,60.85,2,Month-to-Month,DSL,0
2275-RBYQS,0.6897555,MEDIUM,45.4,1,Month-to-Month,DSL,0
7404-JLKQG,0.68972784,MEDIUM,57.55,3,Month-to-Month,Cable,0
1169-WCVAK,0.6896727,MEDIUM,88.8,19,Month-to-Month,Fiber Optic,0
7243-LCGGZ,0.6894355,MEDIUM,20.9,1,Month-to-Month,,0
7426-GSWPO,0.68890774,MEDIUM,103.5,64,Month-to-Month,Fiber Optic,0
1029-QFBEN,0.68886465,MEDIUM,19.55,1,Month-to-Month,,1
3955-JBZZM,0.68880767,MEDIUM,78.8,20,Month-to-Month,Fiber Optic,0
2800-QQUSO,0.68817115,MEDIUM,100.3,42,Month-to-Month,Fiber Optic,0
9139-WQQDY,0.68795407,MEDIUM,100.45,49,One Year,Fiber Optic,1
6227-HWPWX,0.68781763,MEDIUM,69.0,15,Month-to-Month,Fiber Optic,1
2359-KMGLI,0.6877933,MEDIUM,80.25,24,Month-to-Month,Fiber Optic,1
9210-IAHGH,0.6873239,MEDIUM,70.75,7,Month-to-Month,DSL,1
3307-TLCUD,0.6872699,MEDIUM,34.4,17,Month-to-Month,Cable,0
5692-FPTAH,0.6869491,MEDIUM,45.4,1,Month-to-Month,Cable,1
6088-BXMRG,0.6866339,MEDIUM,98.85,32,Month-to-Month,Fiber Optic,0
1264-BYWMS,0.68656063,MEDIUM,96.8,55,Month-to-Month,Fiber Optic,1
4690-PKDQG,0.68613553,MEDIUM,95.55,42,Month-to-Month,Fiber Optic,0
3737-GCSPV,0.685434,MEDIUM,96.2,11,Month-to-Month,Fiber Optic,1
5712-AHQNN,0.6854158,MEDIUM,91.65,43,Month-to-Month,Fiber Optic,0
0623-GDISB,0.6854009,MEDIUM,48.45,1,Month-to-Month,Cable,0
4080-IIARD,0.6852419,MEDIUM,76.2,13,Month-to-Month,DSL,0
6646-QVXLR,0.6850316,MEDIUM,103.75,62,One Year,Fiber Optic,1
5960-MVTUK,0.68484205,MEDIUM,29.75,3,Month-to-Month,DSL,0
4817-QRJSX,0.68482006,MEDIUM,81.0,10,Month-to-Month,Fiber Optic,1
2103-ZRXFN,0.6847528,MEDIUM,50.75,1,Month-to-Month,DSL,0
0486-HECZI,0.68455565,MEDIUM,96.75,55,Month-to-Month,Fiber Optic,1
4329-YPDDQ,0.684414,MEDIUM,108.2,20,Month-to-Month,Fiber Optic,0
4877-EVATK,0.68436754,MEDIUM,20.0,1,Month-to-Month,,1
3247-MHJKM,0.68436754,MEDIUM,20.2,1,Month-to-Month,,0
1355-KUSBG,0.6842764,MEDIUM,48.8,7,Month-to-Month,DSL,0
9445-SZLCH,0.6842278,MEDIUM,97.35,36,Month-to-Month,Fiber Optic,1
5998-VVEJY,0.6838876,MEDIUM,80.5,26,Month-to-Month,Fiber Optic,1
6481-ESCNL,0.683816,MEDIUM,100.55,29,Month-to-Month,Fiber Optic,0
9494-MRNYX,0.6834387,MEDIUM,75.05,10,Month-to-Month,Fiber Optic,0
5108-ADXWO,0.68338263,MEDIUM,73.5,11,Month-to-Month,Fiber Optic,1
9058-MJLZC,0.6831093,MEDIUM,94.6,24,Month-to-Month,Fiber Optic,0
7410-KTVFV,0.6829905,MEDIUM,49.55,18,Month-to-Month,DSL,1
0708-LGSMF,0.6829823,MEDIUM,65.85,13,Month-to-Month,DSL,0
1304-BCCFO,0.6825714,MEDIUM,70.05,9,Month-to-Month,Cable,0
3094-JOJAI,0.68181944,MEDIUM,74.15,18,Month-to-Month,Fiber Optic,0
3577-AMVUX,0.68177813,MEDIUM,55.05,1,Month-to-Month,Cable,0
8180-AKMJV,0.68141884,MEDIUM,44.55,1,Month-to-Month,Cable,0
8806-EAGWC,0.68096495,MEDIUM,55.15,3,Month-to-Month,DSL,1
1833-TCXKK,0.6809619,MEDIUM,107.75,45,Month-to-Month,Fiber Optic,0
5404-GGUKR,0.6808863,MEDIUM,51.35,5,Month-to-Month,DSL,0
9992-UJOEL,0.6808417,MEDIUM,50.3,2,Month-to-Month,DSL,0
7825-GKXMW,0.6797863,MEDIUM,45.8,1,Month-to-Month,DSL,1
9512-UIBFX,0.6797089,MEDIUM,95.15,18,Month-to-Month,Fiber Optic,1
3323-CPBWR,0.6796304,MEDIUM,96.9,23,Month-to-Month,Fiber Optic,0
6304-IJFSQ,0.67957836,MEDIUM,49.9,3,Month-to-Month,Cable,1
3137-LUPIX,0.67941046,MEDIUM,64.4,4,Month-to-Month,Cable,0
4800-CZMPC,0.6792837,MEDIUM,103.25,48,One Year,Fiber Optic,1
4720-VSTSI,0.6789788,MEDIUM,84.8,44,Month-to-Month,Fiber Optic,1
7442-YGZFK,0.67892796,MEDIUM,49.8,1,Month-to-Month,DSL,0
4077-CROMM,0.6783681,MEDIUM,104.2,31,Month-to-Month,Fiber Optic,1
4800-VHZKI,0.6783287,MEDIUM,19.9,1,Month-to-Month,,1
1965-DDBWU,0.678056,MEDIUM,89.05,16,Month-to-Month,Fiber Optic,1
8450-JOVAH,0.6780526,MEDIUM,56.7,2,Month-to-Month,DSL,1
8160-HOWOX,0.6779505,MEDIUM,66.85,7,Month-to-Month,DSL,0
4123-DVHPH,0.67746,MEDIUM,88.05,9,Month-to-Month,Fiber Optic,0
0533-BNWKF,0.67730653,MEDIUM,85.45,55,Month-to-Month,Fiber Optic,1
1513-XNPPH,0.67676866,MEDIUM,89.4,12,Month-to-Month,Fiber Optic,1
2122-YWVYA,0.6766836,MEDIUM,75.4,18,Month-to-Month,Fiber Optic,0
1536-HBSWP,0.6766044,MEDIUM,49.9,1,Month-to-Month,DSL,0
3082-VQXNH,0.6762838,MEDIUM,29.8,3,Month-to-Month,DSL,0
6569-KTMDU,0.6761975,MEDIUM,19.1,1,Month-to-Month,,0
9436-ZBZCT,0.6760356,MEDIUM,89.95,14,Month-to-Month,Cable,1
7296-PIXQY,0.6757599,MEDIUM,70.2,14,Month-to-Month,Fiber Optic,0
9693-XMUOB,0.6754632,MEDIUM,50.25,59,Month-to-Month,Cable,0
5371-VYLSX,0.67512405,MEDIUM,83.4,50,Month-to-Month,Fiber Optic,0
1215-VFYVK,0.67463195,MEDIUM,48.25,4,Month-to-Month,Cable,0
6862-CQUMB,0.674608,MEDIUM,96.1,37,Month-to-Month,Fiber Optic,0
6362-QHAFM,0.6742759,MEDIUM,108.3,42,One Year,Fiber Optic,0
3658-KIBGF,0.6739226,MEDIUM,54.9,1,Month-to-Month,DSL,1
6542-LWGXJ,0.6738997,MEDIUM,25.0,3,Month-to-Month,DSL,0
3815-SLMEF,0.67374504,MEDIUM,34.25,3,Month-to-Month,Cable,1
6769-DCQLI,0.6736906,MEDIUM,105.0,52,One Year,Fiber Optic,1
1963-SVUCV,0.67368174,MEDIUM,45.3,1,Month-to-Month,DSL,1
7537-CBQUZ,0.6729516,MEDIUM,109.4,63,Month-to-Month,Fiber Optic,0
3780-YVMFA,0.6729351,MEDIUM,68.55,8,Month-to-Month,Cable,0
7339-POGZN,0.6725156,MEDIUM,50.7,4,Month-to-Month,DSL,0
4566-QVRRW,0.6724831,MEDIUM,44.05,11,Month-to-Month,DSL,1
8990-ZXLSU,0.67236054,MEDIUM,69.05,9,Month-to-Month,Fiber Optic,0
6331-LWDTQ,0.6721193,MEDIUM,72.15,10,Month-to-Month,DSL,1
4067-HLYQI,0.6718948,MEDIUM,70.4,33,Month-to-Month,Fiber Optic,0
4911-BANWH,0.67157316,MEDIUM,86.55,31,Month-to-Month,Fiber Optic,1
2853-CWQFQ,0.6714336,MEDIUM,59.55,1,Month-to-Month,Cable,0
4813-HQMGZ,0.6713354,MEDIUM,90.25,8,Month-to-Month,Fiber Optic,0
1373-ORVIZ,0.6710705,MEDIUM,66.35,11,Month-to-Month,DSL,1
6257-RJOHI,0.67095566,MEDIUM,50.8,4,Month-to-Month,DSL,0
3987-KQDDU,0.6709303,MEDIUM,75.6,9,Month-to-Month,Fiber Optic,0
2632-UCGVD,0.6708783,MEDIUM,100.05,66,Month-to-Month,Fiber Optic,1
9626-VFRGG,0.6708755,MEDIUM,88.5,41,Month-to-Month,Fiber Optic,0
0082-OQIQY,0.6706906,MEDIUM,94.2,29,Month-to-Month,Fiber Optic,0
1950-KSVVJ,0.6706511,MEDIUM,113.3,45,One Year,Fiber Optic,0
1307-ATKGB,0.6702622,MEDIUM,89.55,24,Month-to-Month,Fiber Optic,0
6797-LNAQX,0.6702048,MEDIUM,98.3,70,Two Year,Fiber Optic,1
6481-OGDOO,0.66962975,MEDIUM,90.6,67,One Year,Fiber Optic,1
2697-NQBPF,0.66950923,MEDIUM,105.35,34,Month-to-Month,Fiber Optic,0
1173-NOEYG,0.669388,MEDIUM,90.15,27,Month-to-Month,Fiber Optic,0
8486-AYEQH,0.66923964,MEDIUM,76.05,31,Month-to-Month,Fiber Optic,0
3278-FSIXX,0.6681307,MEDIUM,45.25,2,Month-to-Month,Cable,0
6692-YQHXC,0.6681059,MEDIUM,69.95,16,Month-to-Month,Fiber Optic,0
4065-JJAVA,0.6676097,MEDIUM,49.5,1,Month-to-Month,DSL,0
8974-OVACP,0.6675403,MEDIUM,20.15,1,Month-to-Month,,0
3208-YPIOE,0.6671594,MEDIUM,75.25,39,Month-to-Month,Fiber Optic,1
2792-LSHWX,0.66713685,MEDIUM,83.4,1,Month-to-Month,Fiber Optic,0
2955-PSXOE,0.6670636,MEDIUM,20.2,1,Month-to-Month,,1
1660-HSOOQ,0.66705066,MEDIUM,49.65,1,Month-to-Month,DSL,1
5673-TIYIB,0.6669037,MEDIUM,40.4,2,Month-to-Month,DSL,1
7901-HXJVA,0.6667142,MEDIUM,76.45,14,Month-to-Month,Fiber Optic,0
5222-IMUKT,0.66649854,MEDIUM,91.05,32,Month-to-Month,Fiber Optic,0
3583-KRKMD,0.666189,MEDIUM,75.9,18,Month-to-Month,Fiber Optic,0
8904-OPDCK,0.6661785,MEDIUM,24.95,54,Month-to-Month,DSL,0
5630-IXDXV,0.6656953,MEDIUM,106.35,47,Month-to-Month,Fiber Optic,0
6579-JPICP,0.66560555,MEDIUM,20.4,1,Month-to-Month,,0
1228-FZFRV,0.665541,MEDIUM,105.95,50,Month-to-Month,Fiber Optic,1
9644-UMGQA,0.6653603,MEDIUM,49.15,6,Month-to-Month,DSL,0
1035-IPQPU,0.6648831,MEDIUM,103.5,63,Month-to-Month,Fiber Optic,0
4749-VFKVB,0.6648492,MEDIUM,50.1,1,Month-to-Month,DSL,1
2640-PMGFL,0.66477513,MEDIUM,79.5,27,Month-to-Month,Fiber Optic,1
0734-OXWBT,0.6646868,MEDIUM,70.7,3,Month-to-Month,Cable,0
0212-ISBBF,0.66461056,MEDIUM,50.35,22,Month-to-Month,Cable,0
1452-KIOVK,0.6644338,MEDIUM,89.1,22,Month-to-Month,Fiber Optic,0
0822-QGCXA,0.6635453,MEDIUM,83.85,27,Month-to-Month,DSL,0
4391-RESHN,0.6634775,MEDIUM,104.05,23,Month-to-Month,Fiber Optic,1
3002-WQZWT,0.66337985,MEDIUM,74.2,29,Month-to-Month,Fiber Optic,0
0621-HJWXJ,0.6631895,MEDIUM,81.55,63,Month-to-Month,Fiber Optic,0
5301-GAUUY,0.66315174,MEDIUM,80.35,32,Month-to-Month,Fiber Optic,1
4195-NZGTA,0.66307664,MEDIUM,25.25,1,Month-to-Month,Cable,0
6559-PDZLR,0.6620856,MEDIUM,98.65,26,Month-to-Month,Fiber Optic,0
4132-POCZS,0.6620435,MEDIUM,39.9,52,Month-to-Month,DSL,0
8564-LDKFL,0.66178393,MEDIUM,106.0,40,One Year,Fiber Optic,0
2694-CIUMO,0.6608993,MEDIUM,79.55,12,Month-to-Month,Fiber Optic,0
6214-EDAKZ,0.6606458,MEDIUM,55.15,22,Month-to-Month,DSL,1
8938-UMKPI,0.66064316,MEDIUM,106.4,47,Month-to-Month,Fiber Optic,1
9239-ZBZZV,0.66049814,MEDIUM,47.95,6,Month-to-Month,DSL,1
1658-XUHBX,0.660322,MEDIUM,88.75,59,Month-to-Month,Fiber Optic,0
1260-TTRXI,0.6601894,MEDIUM,54.3,4,Month-to-Month,DSL,1
2832-KJCRD,0.66017455,MEDIUM,103.65,38,Month-to-Month,Fiber Optic,0
0829-XXPLX,0.66002357,MEDIUM,89.4,20,Month-to-Month,Fiber Optic,0
3716-UVSPD,0.6598166,MEDIUM,49.3,1,Month-to-Month,DSL,0
5141-ZUVBH,0.6597804,MEDIUM,93.0,9,Month-to-Month,Fiber Optic,0
3030-YZADT,0.6597359,MEDIUM,44.95,9,Month-to-Month,DSL,1
2272-UOINI,0.65877503,MEDIUM,78.5,7,Month-to-Month,Cable,0
8782-LKFPK,0.658546,MEDIUM,90.4,44,Month-to-Month,Fiber Optic,0
5022-KVDQT,0.6583882,MEDIUM,81.3,27,Month-to-Month,Fiber Optic,0
3003-CMDUU,0.6581525,MEDIUM,95.15,25,Month-to-Month,Fiber Optic,0
8496-EJAUI,0.65768576,MEDIUM,73.85,19,Month-to-Month,Fiber Optic,1
1626-ERCMM,0.65763265,MEDIUM,94.55,20,Month-to-Month,Fiber Optic,1
6844-DZKRF,0.6573233,MEDIUM,50.2,2,Month-to-Month,Cable,0
9445-ZUEQE,0.65726495,MEDIUM,85.2,27,Month-to-Month,Fiber Optic,0
7839-QRKXN,0.6571919,MEDIUM,20.2,1,Month-to-Month,,1
3677-TNKIO,0.65705204,MEDIUM,71.0,14,Month-to-Month,Fiber Optic,1
4062-HBMOS,0.6570213,MEDIUM,103.05,52,Month-to-Month,Fiber Optic,0
0114-PEGZZ,0.65702045,MEDIUM,107.55,33,Month-to-Month,Fiber Optic,0
9833-TGFHX,0.65691894,MEDIUM,97.1,42,One Year,Fiber Optic,0
2523-EWWZL,0.656852,MEDIUM,76.1,27,Month-to-Month,Fiber Optic,0
3413-DHLPB,0.6568139,MEDIUM,103.75,60,Month-to-Month,Fiber Optic,0
3540-RZJYU,0.65656674,MEDIUM,86.2,15,Month-to-Month,Fiber Optic,1
6402-EJMWF,0.6564346,MEDIUM,55.3,4,Month-to-Month,DSL,0
0089-IIQKO,0.6557605,MEDIUM,99.95,39,Month-to-Month,Fiber Optic,0
9286-DOJGF,0.6555399,MEDIUM,74.95,38,Month-to-Month,Fiber Optic,1
8397-MVTAZ,0.655442,MEDIUM,100.05,34,Month-to-Month,Fiber Optic,1
1471-GIQKQ,0.65509385,MEDIUM,49.95,1,Month-to-Month,DSL,0
1641-RQDAY,0.6548134,MEDIUM,100.4,32,One Year,Fiber Optic,0
2507-QZPQS,0.6547523,MEDIUM,95.7,15,Month-to-Month,Fiber Optic,0
5879-SESNB,0.6546235,MEDIUM,75.25,11,Month-to-Month,Fiber Optic,0
6641-XRPSU,0.6539667,MEDIUM,70.0,34,Month-to-Month,Fiber Optic,1
3803-KMQFW,0.65371823,MEDIUM,20.55,1,Month-to-Month,,1
9254-RBFON,0.6536656,MEDIUM,98.6,17,One Year,Fiber Optic,1
7881-INRLC,0.65359765,MEDIUM,100.85,45,Month-to-Month,Fiber Optic,1
5156-UMKOW,0.653286,MEDIUM,29.65,3,Month-to-Month,DSL,0
8650-RHRKE,0.6532832,MEDIUM,29.65,4,Month-to-Month,DSL,1
2995-UPRYS,0.65326416,MEDIUM,99.2,40,One Year,Fiber Optic,1
0419-YAAPX,0.6527743,MEDIUM,85.3,49,Month-to-Month,Fiber Optic,0
1391-UBDAR,0.6526973,MEDIUM,72.9,11,Month-to-Month,Fiber Optic,0
9793-WECQC,0.6526168,MEDIUM,95.3,23,Month-to-Month,Fiber Optic,0
6599-CEBNN,0.65245444,MEDIUM,73.95,34,Month-to-Month,Fiber Optic,1
6218-KNUBD,0.65243775,MEDIUM,59.45,6,Month-to-Month,Cable,0
4918-QLLIW,0.6520389,MEDIUM,53.4,3,Month-to-Month,DSL,1
1240-KNSEZ,0.6518316,MEDIUM,20.1,1,Month-to-Month,,1
4671-LXRDQ,0.6515094,MEDIUM,45.0,2,Month-to-Month,Cable,1
8008-HAWED,0.65124625,MEDIUM,50.75,14,Month-to-Month,Cable,1
7009-LGECI,0.65120584,MEDIUM,50.55,4,Month-to-Month,DSL,0
9761-XUJWD,0.6511366,MEDIUM,65.6,5,Month-to-Month,DSL,0
4484-GLZOU,0.65016425,MEDIUM,105.05,52,Month-to-Month,Fiber Optic,1
1134-YWTYF,0.6500926,MEDIUM,53.8,27,Month-to-Month,DSL,0
0415-MOSGF,0.650064,MEDIUM,44.4,1,Month-to-Month,DSL,1
3374-LXDEV,0.65005654,MEDIUM,89.4,13,Month-to-Month,Fiber Optic,1
7627-JKIAZ,0.64990556,MEDIUM,78.95,37,Month-to-Month,Fiber Optic,1
6075-SLNIL,0.64975965,MEDIUM,95.1,38,Month-to-Month,Fiber Optic,0
7147-AYBAA,0.6497393,MEDIUM,70.35,37,Month-to-Month,Fiber Optic,0
9732-KPKBW,0.64952594,MEDIUM,53.95,1,Month-to-Month,DSL,1
9614-RMGHA,0.6493922,MEDIUM,91.85,65,Month-to-Month,Fiber Optic,1
5175-WLYXL,0.64919287,MEDIUM,78.85,22,Month-to-Month,Fiber Optic,0
